60	10000	1	4	15	0	1	0	0	0
60	10000	2	7	59	0	2	0	0	0
60	10000	3	6	47	0	2	0	0	0
60	10000	4	4	15	0	1	0	0	0
60	10000	5	5	18	0	2	0	0	0
60	10000	6	8	79	0	4	0	0	0
60	10000	7	4	11	0	2	0	0	0
60	10000	8	7	23	0	5	0	0	0
60	10000	9	6	23	0	3	0	0	0
60	10000	10	3	7	0	1	0	0	0
60	10000	11	5	15	0	3	0	0	0
60	10000	12	7	55	0	3	0	0	0
60	10000	13	6	63	0	1	0	0	0
60	10000	14	5	31	0	1	0	0	0
60	10000	15	3	7	0	1	0	0	0
60	10000	16	0	0	0	0.0	1	0	0
60	10000	17	6	31	0	3	0	0	0
60	10000	18	6	47	0	2	0	0	0
60	10000	19	7	95	0	2	0	0	0
60	10000	20	4	15	0	1	0	0	0
60	10000	21	5	23	0	2	0	0	0
60	10000	22	6	47	0	2	0	0	0
60	10000	23	8	191	0	2	0	0	0
60	10000	24	7	127	0	1	0	0	0
60	10000	25	7	95	0	2	0	0	0
60	10000	26	5	19	0	2	0	0	0
60	10000	27	4	5	0	3	0	0	0
60	10000	28	9	255	0	3	0	0	0
60	10000	29	4	15	0	1	0	0	0
60	10000	30	8	95	0	3	0	0	0
60	10000	31	4	15	0	1	0	0	0
60	10000	32	4	11	0	2	0	0	0
60	10000	33	4	7	0	3	0	0	0
60	10000	34	8	136	0	2	0	0	0
60	10000	35	5	31	0	1	0	0	0
60	10000	36	8	125	0	2	0	0	0
60	10000	37	5	19	0	2	0	0	0
60	10000	38	8	89	0	2	0	0	0
60	10000	39	8	255	0	1	0	0	0
60	10000	40	6	31	0	3	0	0	0
60	10000	41	1	1	0	1	0	0	0
60	10000	42	3	7	0	1	0	0	0
60	10000	43	5	11	0	3	0	0	0
60	10000	44	11	479	0	3	0	0	0
60	10000	45	6	47	0	2	0	0	0
60	10000	46	4	15	0	1	0	0	0
60	10000	47	5	31	0	1	0	0	0
60	10000	48	5	31	0	1	0	0	0
60	10000	49	5	31	0	1	0	0	0
60	10000	50	8	143	0	2	0	0	0
60	10000	51	6	63	0	1	0	0	0
60	10000	52	3	5	0	2	0	0	0
60	10000	53	6	19	0	4	0	0	0
60	10000	54	6	39	0	2	0	0	0
60	10000	55	8	127	0	3	0	0	0
