A	m_avg	m_std	f_avg	f_std	z_avg	z_std	mc	samples
3500	1.828283	0.943242	2.171717	1.333333	1.565657	0.806058	0.000000	99.000000
3600	1.755102	0.857871	2.112245	1.301491	1.479592	0.717558	0.000000	98.000000
3700	1.734694	0.851781	2.051020	1.245400	1.479592	0.717558	0.000000	98.000000
3800	1.663265	0.819954	1.969388	1.133893	1.418367	0.698737	0.000000	98.000000
3900	1.622449	0.814603	1.857143	0.874818	1.408163	0.740060	0.000000	98.000000
4000	1.551020	0.757580	1.765306	0.808122	1.357143	0.688832	0.000000	98.000000
4100	1.505155	0.761492	1.752577	1.255914	1.329897	0.637677	0.000000	97.000000
4200	1.454545	0.728534	1.666667	1.163415	1.313131	0.629999	0.000000	99.000000
4300	1.438776	0.700821	1.673469	1.164965	1.275510	0.585202	0.000000	98.000000
4400	1.408163	0.682683	1.642857	1.164965	1.244898	0.554411	0.000000	98.000000
4500	1.360825	0.660920	1.587629	1.170954	1.206186	0.516494	0.000000	97.000000
4600	1.340206	0.656240	1.556701	1.235222	1.195876	0.510491	0.000000	97.000000
4700	1.329897	0.653644	1.546392	1.235222	1.185567	0.504207	0.000000	97.000000
4800	1.329897	0.653644	1.546392	1.235222	1.185567	0.504207	0.000000	97.000000
4900	1.312500	0.650521	1.520833	1.237437	1.177083	0.499891	0.000000	96.000000
5000	1.247423	0.518342	1.360825	0.556128	1.134021	0.445571	0.000000	97.000000
5100	1.281250	0.589900	1.416667	0.783954	1.166667	0.493007	0.000000	96.000000
5200	1.276596	0.590785	1.414894	0.792250	1.159574	0.490401	0.000000	94.000000
5300	1.268817	0.570602	1.408602	0.782881	1.150538	0.462491	0.000000	93.000000
5400	1.268817	0.570602	1.408602	0.782881	1.150538	0.462491	0.000000	93.000000
5500	1.258065	0.566127	1.397849	0.782881	1.139785	0.454166	0.000000	93.000000
5600	1.239130	0.558911	1.369565	0.773192	1.130435	0.447636	0.000000	92.000000
5700	1.247191	0.566497	1.382022	0.786115	1.134831	0.454466	0.000000	89.000000
5800	1.235955	0.540962	1.370787	0.771690	1.123596	0.419208	0.000000	89.000000
5900	1.206522	0.478631	1.304348	0.510754	1.108696	0.402614	0.000000	92.000000
6000	1.160920	0.397508	1.264368	0.587220	1.057471	0.277771	0.000000	87.000000
6100	1.141176	0.380493	1.247059	0.594089	1.035294	0.239954	0.000000	85.000000
6200	1.142857	0.382438	1.250000	0.597614	1.035714	0.241347	0.000000	84.000000
6300	1.132530	0.372911	1.240964	0.601204	1.024096	0.218202	0.000000	83.000000
6400	1.135802	0.376897	1.246914	0.608581	1.024691	0.220846	0.000000	81.000000
6500	1.135802	0.376897	1.234568	0.577350	1.037037	0.245676	0.000000	81.000000
6600	1.098765	0.298347	1.197531	0.544331	1.000000	0.000000	0.000000	81.000000
6700	1.100000	0.300000	1.200000	0.547723	1.000000	0.000000	0.000000	80.000000
6800	1.116883	0.359438	1.233766	0.674200	1.012987	0.113218	0.000000	77.000000
6900	1.129870	0.372797	1.259740	0.693195	1.012987	0.113218	0.000000	77.000000
7000	1.131579	0.374942	1.250000	0.678621	1.026316	0.160073	0.000000	76.000000
7100	1.120000	0.363685	1.240000	0.683130	1.013333	0.114698	0.000000	75.000000
7200	1.121622	0.365864	1.229730	0.657596	1.027027	0.162162	0.000000	74.000000
7300	1.114286	0.360272	1.228571	0.676123	1.014286	0.118666	0.000000	70.000000
7400	1.104478	0.305879	1.194030	0.518321	1.014925	0.121254	0.000000	67.000000
7500	1.104478	0.305879	1.194030	0.518321	1.014925	0.121254	0.000000	67.000000
7600	1.107692	0.309991	1.200000	0.526235	1.015385	0.123077	0.000000	65.000000
7700	1.092308	0.289460	1.184615	0.526235	1.000000	0.000000	0.000000	65.000000
7800	1.088235	0.283637	1.176471	0.514496	1.000000	0.000000	0.000000	68.000000
7900	1.061538	0.240315	1.107692	0.372104	1.015385	0.123077	0.000000	65.000000
8000	1.063492	0.243846	1.111111	0.377964	1.015873	0.124984	0.000000	63.000000
8100	1.049180	0.216244	1.098361	0.384111	1.000000	0.000000	0.000000	61.000000
8200	1.050000	0.217945	1.100000	0.387298	1.000000	0.000000	0.000000	60.000000
8300	1.050000	0.217945	1.100000	0.387298	1.000000	0.000000	0.000000	60.000000
8400	1.050000	0.217945	1.100000	0.387298	1.000000	0.000000	0.000000	60.000000
8500	1.050847	0.219686	1.084746	0.318896	1.016949	0.129081	0.000000	59.000000
8600	1.052632	0.223297	1.087719	0.324443	1.017544	0.131286	0.000000	57.000000
8700	1.035714	0.185577	1.071429	0.327327	1.000000	0.000000	0.000000	56.000000
8800	1.037736	0.190557	1.075472	0.336463	1.000000	0.000000	0.000000	53.000000
8900	1.037736	0.190557	1.075472	0.336463	1.000000	0.000000	0.000000	53.000000
9000	1.038462	0.192308	1.076923	0.339683	1.000000	0.000000	0.000000	52.000000
