50	10000	1	2	3	0	1	0	0	0	0.001507
50	10000	2	5	23	1	2	0	0	0	0.001514
50	10000	3	5	23	1	2	0	0	0	0.001479
50	10000	4	1	1	0	1	0	0	0	0.001202
50	10000	5	3	7	0	1	0	0	0	0.001281
50	10000	6	5	23	1	2	0	0	0	0.001467
50	10000	7	3	5	0	2	0	0	0	0.001256
50	10000	8	4	11	1	2	0	0	0	0.001408
50	10000	9	4	11	1	2	0	0	0	0.001350
50	10000	10	1	1	0	1	0	0	0	0.001211
50	10000	11	1	1	0	1	0	0	0	0.001213
50	10000	12	3	5	0	2	0	0	0	0.001356
50	10000	13	4	15	0	1	0	0	0	0.001370
50	10000	14	5	31	0	1	0	0	0	0.001581
50	10000	15	1	1	0	1	0	0	0	0.001203
50	10000	16	0	0	0	0.0	1	0	0	0.000139
50	10000	17	6	31	1	3	0	0	0	0.001571
50	10000	18	4	15	0	1	0	0	0	0.001372
50	10000	19	3	7	0	1	0	0	0	0.001282
50	10000	20	3	7	0	1	0	0	0	0.001277
50	10000	21	3	7	0	1	0	0	0	0.001268
50	10000	22	4	15	0	1	0	0	0	0.001380
50	10000	23	6	63	0	1	0	0	0	0.002102
50	10000	24	6	63	0	1	0	0	0	0.001634
50	10000	25	6	47	1	2	0	0	0	0.001399
50	10000	26	3	5	0	2	0	0	0	0.000969
50	10000	27	4	5	0	3	0	0	0	0.000984
50	10000	28	5	19	1	2	0	0	0	0.001105
50	10000	29	4	15	0	1	0	0	0	0.001058
50	10000	30	6	23	0	3	0	0	0	0.001192
50	10000	31	4	15	0	1	0	0	0	0.001094
50	10000	32	2	3	0	1	0	0	0	0.001006
50	10000	33	3	3	0	3	0	0	0	0.000988
50	10000	34	4	11	1	2	0	0	0	0.001000
50	10000	35	2	3	0	1	0	0	0	0.000981
50	10000	36	6	47	1	2	0	0	0	0.001463
50	10000	37	5	19	1	2	0	0	0	0.001125
50	10000	38	2	3	0	1	0	0	0	0.000993
50	10000	39	6	63	0	1	0	0	0	0.001628
50	10000	40	3	5	0	2	0	0	0	0.001013
50	10000	41	0	0	0	0.0	1	0	0	0.000090
50	10000	42	1	1	0	1	0	0	0	0.001029
50	10000	43	2	2	0	2	0	0	0	0.000975
50	10000	44	4	11	1	2	0	0	0	0.001033
50	10000	45	6	47	1	2	0	0	0	0.001416
50	10000	46	2	3	0	1	0	0	0	0.000987
50	10000	47	2	3	0	1	0	0	0	0.000987
50	10000	48	3	7	0	1	0	0	0	0.001030
50	10000	49	2	3	0	1	0	0	0	0.000994
50	10000	50	4	15	0	1	0	0	0	0.001114
50	10000	51	3	7	0	1	0	0	0	0.001003
50	10000	52	3	4	0	2	0	0	0	0.000966
50	10000	53	4	11	1	2	0	0	0	0.001020
50	10000	54	4	15	0	1	0	0	0	0.001083
50	10000	55	6	31	1	3	0	0	0	0.001263
50	10000	56	3	7	0	1	0	0	0	0.001023
50	10000	57	4	15	0	1	0	0	0	0.001070
50	10000	58	3	5	0	2	0	0	0	0.001021
50	10000	59	2	3	0	1	0	0	0	0.000976
50	10000	60	6	63	0	1	0	0	0	0.001649
50	10000	61	4	15	0	1	0	0	0	0.001097
50	10000	62	4	15	0	1	0	0	0	0.001068
50	10000	63	1	1	0	1	0	0	0	0.000985
50	10000	64	7	35	1	4	0	0	0	0.001303
50	10000	65	2	3	0	1	0	0	0	0.000994
50	10000	66	3	7	0	1	0	0	0	0.001035
50	10000	67	2	3	0	1	0	0	0	0.000987
50	10000	68	3	7	0	1	0	0	0	0.001011
50	10000	69	4	15	0	1	0	0	0	0.001078
50	10000	70	3	7	0	1	0	0	0	0.001014
50	10000	71	2	3	0	1	0	0	0	0.000996
50	10000	72	3	7	0	1	0	0	0	0.001030
50	10000	73	2	3	0	1	0	0	0	0.000991
50	10000	74	2	3	0	1	0	0	0	0.000984
50	10000	75	3	5	0	2	0	0	0	0.001011
50	10000	76	3	7	0	1	0	0	0	0.001026
50	10000	77	6	63	0	1	0	0	0	0.001648
50	10000	78	3	7	0	1	0	0	0	0.001023
50	10000	79	4	9	0	2	0	0	0	0.001074
50	10000	80	5	31	0	1	0	0	0	0.001250
