40	10000	1	1	1	0	1	0	0	0	0.001140
40	10000	2	2	3	0	1	0	0	0	0.000982
40	10000	3	5	23	1	2	0	0	0	0.001146
40	10000	4	1	1	0	1	0	0	0	0.001001
40	10000	5	3	7	0	1	0	0	0	0.001056
40	10000	6	2	3	0	1	0	0	0	0.000981
40	10000	7	1	1	0	1	0	0	0	0.000961
40	10000	8	4	11	1	2	0	0	0	0.001045
40	10000	9	4	11	1	2	0	0	0	0.001019
40	10000	10	0	0	0	0.0	1	0	0	0.000074
40	10000	11	1	1	0	1	0	0	0	0.000934
40	10000	12	2	2	0	2	0	0	0	0.000938
40	10000	13	3	7	0	1	0	0	0	0.001028
40	10000	14	3	7	0	1	0	0	0	0.001014
40	10000	15	0	0	0	0.0	1	0	0	0.000079
40	10000	16	0	0	0	0.0	1	0	0	0.000078
40	10000	17	6	31	1	3	0	0	0	0.001253
40	10000	18	2	3	0	1	0	0	0	0.000928
40	10000	19	3	7	0	1	0	0	0	0.000994
40	10000	20	1	1	0	1	0	0	0	0.000924
40	10000	21	3	7	0	1	0	0	0	0.000968
40	10000	22	3	7	0	1	0	0	0	0.001037
40	10000	23	5	31	0	1	0	0	0	0.001250
40	10000	24	0	0	0	0.0	1	0	0	0.000080
40	10000	25	3	7	0	1	0	0	0	0.001000
40	10000	26	1	1	0	1	0	0	0	0.000950
40	10000	27	4	4	0	4	0	0	0	0.000962
40	10000	28	3	7	0	1	0	0	0	0.000978
40	10000	29	3	7	0	1	0	0	0	0.000975
40	10000	30	3	5	0	2	0	0	0	0.000969
40	10000	31	2	3	0	1	0	0	0	0.000975
40	10000	32	2	3	0	1	0	0	0	0.000939
40	10000	33	3	3	0	3	0	0	0	0.000966
40	10000	34	3	7	0	1	0	0	0	0.000960
40	10000	35	1	1	0	1	0	0	0	0.000914
40	10000	36	3	7	0	1	0	0	0	0.000970
40	10000	37	2	3	0	1	0	0	0	0.000974
40	10000	38	1	1	0	1	0	0	0	0.000936
