10	10000	1	0	0	0	0.0	1	0	0	0.000180
10	10000	2	0	0	0	0.0	1	0	0	0.000168
10	10000	3	0	0	0	0.0	1	0	0	0.000148
10	10000	4	0	0	0	0.0	1	0	0	0.000145
10	10000	5	1	1	0	1	0	0	0	0.002730
10	10000	6	0	0	0	0.0	1	0	0	0.000126
10	10000	7	0	0	0	0.0	1	0	0	0.000122
10	10000	8	1	1	0	1	0	0	0	0.002420
10	10000	9	1	1	0	1	0	0	0	0.002293
10	10000	10	0	0	0	0.0	1	0	0	0.000117
10	10000	11	0	0	0	0.0	1	0	0	0.000106
10	10000	12	0	0	0	0.0	1	0	0	0.000066
10	10000	13	1	1	0	1	0	0	0	0.001360
10	10000	14	0	0	0	0.0	1	0	0	0.000066
10	10000	15	0	0	0	0.0	1	0	0	0.000068
10	10000	16	0	0	0	0.0	1	0	0	0.000047
10	10000	17	0	0	0	0.0	1	0	0	0.000047
10	10000	18	0	0	0	0.0	1	0	0	0.000046
10	10000	19	0	0	0	0.0	1	0	0	0.000045
10	10000	20	0	0	0	0.0	1	0	0	0.000043
10	10000	21	0	0	0	0.0	1	0	0	0.000046
10	10000	22	0	0	0	0.0	1	0	0	0.000045
10	10000	23	0	0	0	0.0	1	0	0	0.000044
10	10000	24	0	0	0	0.0	1	0	0	0.000044
10	10000	25	0	0	0	0.0	1	0	0	0.000046
10	10000	26	0	0	0	0.0	1	0	0	0.000043
10	10000	27	1	1	0	1	0	0	0	0.000996
10	10000	28	0	0	0	0.0	1	0	0	0.000043
10	10000	29	0	0	0	0.0	1	0	0	0.000046
10	10000	30	0	0	0	0.0	1	0	0	0.000044
10	10000	31	0	0	0	0.0	1	0	0	0.000047
10	10000	32	0	0	0	0.0	1	0	0	0.000045
10	10000	33	0	0	0	0.0	1	0	0	0.000044
10	10000	34	1	1	0	1	0	0	0	0.000963
10	10000	35	0	0	0	0.0	1	0	0	0.000045
10	10000	36	0	0	0	0.0	1	0	0	0.000045
10	10000	37	0	0	0	0.0	1	0	0	0.000044
10	10000	38	1	1	0	1	0	0	0	0.000943
10	10000	39	0	0	0	0.0	1	0	0	0.000047
10	10000	40	0	0	0	0.0	1	0	0	0.000045
10	10000	41	0	0	0	0.0	1	0	0	0.000045
10	10000	42	0	0	0	0.0	1	0	0	0.000043
10	10000	43	0	0	0	0.0	1	0	0	0.000044
10	10000	44	0	0	0	0.0	1	0	0	0.000045
10	10000	45	0	0	0	0.0	1	0	0	0.000045
10	10000	46	0	0	0	0.0	1	0	0	0.000044
10	10000	47	0	0	0	0.0	1	0	0	0.000044
10	10000	48	0	0	0	0.0	1	0	0	0.000045
10	10000	49	0	0	0	0.0	1	0	0	0.000044
10	10000	50	0	0	0	0.0	1	0	0	0.000046
10	10000	51	0	0	0	0.0	1	0	0	0.000046
10	10000	52	0	0	0	0.0	1	0	0	0.000044
10	10000	53	0	0	0	0.0	1	0	0	0.000045
10	10000	54	0	0	0	0.0	1	0	0	0.000043
10	10000	55	0	0	0	0.0	1	0	0	0.000042
10	10000	56	0	0	0	0.0	1	0	0	0.000045
10	10000	57	0	0	0	0.0	1	0	0	0.000044
10	10000	58	0	0	0	0.0	1	0	0	0.000043
10	10000	59	0	0	0	0.0	1	0	0	0.000044
10	10000	60	0	0	0	0.0	1	0	0	0.000046
10	10000	61	0	0	0	0.0	1	0	0	0.000044
10	10000	62	1	1	0	1	0	0	0	0.001058
10	10000	63	1	1	0	1	0	0	0	0.000934
10	10000	64	0	0	0	0.0	1	0	0	0.000044
10	10000	65	0	0	0	0.0	1	0	0	0.000045
10	10000	66	0	0	0	0.0	1	0	0	0.000043
10	10000	67	0	0	0	0.0	1	0	0	0.000050
10	10000	68	1	1	0	1	0	0	0	0.000947
10	10000	69	0	0	0	0.0	1	0	0	0.000043
10	10000	70	0	0	0	0.0	1	0	0	0.000044
10	10000	71	0	0	0	0.0	1	0	0	0.000044
10	10000	72	0	0	0	0.0	1	0	0	0.000044
10	10000	73	1	1	0	1	0	0	0	0.000955
10	10000	74	0	0	0	0.0	1	0	0	0.000045
10	10000	75	0	0	0	0.0	1	0	0	0.000046
10	10000	76	0	0	0	0.0	1	0	0	0.000044
10	10000	77	0	0	0	0.0	1	0	0	0.000044
10	10000	78	0	0	0	0.0	1	0	0	0.000043
10	10000	79	0	0	0	0.0	1	0	0	0.000040
10	10000	80	0	0	0	0.0	1	0	0	0.000045
10	10000	81	1	1	0	1	0	0	0	0.000979
10	10000	82	0	0	0	0.0	1	0	0	0.000044
10	10000	83	0	0	0	0.0	1	0	0	0.000045
10	10000	84	1	1	0	1	0	0	0	0.000947
10	10000	85	0	0	0	0.0	1	0	0	0.000043
10	10000	86	0	0	0	0.0	1	0	0	0.000043
