60	10000	1	4	15	0	1.000000	0.000163	0.000095	0
60	10000	2	7	59	0	2.000000	0.000296	0.000143	0
60	10000	3	6	47	0	2.000000	0.000214	0.000114	0
60	10000	4	4	15	0	1.000000	0.000145	0.000071	0
60	10000	5	5	18	0	2.000000	0.000158	0.000103	0
60	10000	6	8	79	0	4.000000	0.000386	0.000173	0
60	10000	7	4	11	0	2.000000	0.000147	0.000078	0
60	10000	8	7	23	0	5.000000	0.000161	0.000098	0
60	10000	9	6	23	0	3.000000	0.000182	0.000104	0
60	10000	10	3	7	0	1.000000	0.000140	0.000068	0
60	10000	11	5	15	0	3.000000	0.000164	0.000087	0
60	10000	12	7	55	0	3.000000	0.000243	0.000143	0
60	10000	13	6	63	0	1.000000	0.000243	0.000117	0
60	10000	14	5	31	0	1.000000	0.000176	0.000088	0
60	10000	15	3	7	0	1.000000	0.000145	0.000070	0
60	10000	16	0	0	0	0	0	0	1
60	10000	17	6	31	0	3.000000	0.000186	0.000100	0
60	10000	18	6	47	0	2.000000	0.000194	0.000120	0
60	10000	19	7	95	0	2.000000	0.000302	0.000169	0
60	10000	20	4	15	0	1.000000	0.000157	0.000076	0
60	10000	21	5	23	0	2.000000	0.000167	0.000086	0
60	10000	22	6	47	0	2.000000	0.000221	0.000111	0
60	10000	23	8	191	0	2.000000	0.000596	0.000276	0
60	10000	24	7	127	0	1.000000	0.000363	0.000181	0
60	10000	25	7	95	0	2.000000	0.000308	0.000168	0
60	10000	26	5	19	0	2.000000	0.000173	0.000089	0
60	10000	27	4	5	0	3.000000	0.000143	0.000069	0
60	10000	28	9	255	0	3.000000	0.000626	0.000345	0
60	10000	29	4	15	0	1.000000	0.000152	0.000075	0
60	10000	30	8	95	0	3.000000	0.000364	0.000198	0
60	10000	31	4	15	0	1.000000	0.000155	0.000082	0
60	10000	32	4	11	0	2.000000	0.000145	0.000075	0
60	10000	33	4	7	0	3.000000	0.000147	0.000072	0
60	10000	34	8	136	0	2.000000	0.000458	0.000233	0
60	10000	35	5	31	0	1.000000	0.000172	0.000086	0
60	10000	36	8	125	0	2.000000	0.000388	0.000233	0
60	10000	37	5	19	0	2.000000	0.000149	0.000095	0
60	10000	38	8	89	0	2.000000	0.000356	0.000178	0
