60	10000	1	4	15	0	1	0	0	0	0	0.000245
60	10000	2	7	59	0	2	0	0	0	0	0.000425
60	10000	3	6	47	0	2	0	0	0	0	0.000300
60	10000	4	4	15	0	1	0	0	0	0	0.000218
60	10000	5	5	18	0	2	0	0	0	0	0.000249
60	10000	6	8	79	0	4	0	0	0	0	0.000525
60	10000	7	4	11	0	2	0	0	0	0	0.000222
60	10000	8	7	23	0	5	0	0	0	0	0.000260
60	10000	9	6	23	0	3	0	0	0	0	0.000277
60	10000	10	3	7	0	1	0	0	0	0	0.000216
60	10000	11	5	15	0	3	0	0	0	0	0.000238
60	10000	12	7	55	0	3	0	0	0	0	0.000350
60	10000	13	6	63	0	1	0	0	0	0	0.000348
60	10000	14	5	31	0	1	0	0	0	0	0.000237
60	10000	15	3	7	0	1	0	0	0	0	0.000208
60	10000	16	0	0	0	0.0	1	0	0	0	0.000122
60	10000	17	6	31	0	3	0	0	0	0	0.000290
60	10000	18	6	47	0	2	0	0	0	0	0.000312
60	10000	19	7	95	0	2	0	0	0	0	0.000451
60	10000	20	4	15	0	1	0	0	0	0	0.000241
60	10000	21	5	23	0	2	0	0	0	0	0.000251
60	10000	22	6	47	0	2	0	0	0	0	0.000322
60	10000	23	8	191	0	2	0	0	0	0	0.000788
60	10000	24	7	127	0	1	0	0	0	0	0.000479
60	10000	25	7	95	0	2	0	0	0	0	0.000430
60	10000	26	5	19	0	2	0	0	0	0	0.000250
60	10000	27	4	5	0	3	0	0	0	0	0.000220
60	10000	28	9	255	0	3	0	0	0	0	0.000909
60	10000	29	4	15	0	1	0	0	0	0	0.000224
60	10000	30	8	95	0	3	0	0	0	0	0.000470
60	10000	31	4	15	0	1	0	0	0	0	0.000197
60	10000	32	4	11	0	2	0	0	0	0	0.000205
60	10000	33	4	7	0	3	0	0	0	0	0.000202
60	10000	34	8	136	0	2	0	0	0	0	0.000671
60	10000	35	5	31	0	1	0	0	0	0	0.000264
60	10000	36	8	125	0	2	0	0	0	0	0.000587
60	10000	37	5	19	0	2	0	0	0	0	0.000248
60	10000	38	8	89	0	2	0	0	0	0	0.000530
60	10000	39	8	255	0	1	0	0	0	0	0.000919
60	10000	40	6	31	0	3	0	0	0	0	0.000279
60	10000	41	1	1	0	1	0	0	0	0	0.000191
60	10000	42	3	7	0	1	0	0	0	0	0.000209
60	10000	43	5	11	0	3	0	0	0	0	0.000222
60	10000	44	11	479	0	3	0	0	0	0	0.001858
60	10000	45	6	47	0	2	0	0	0	0	0.000323
60	10000	46	4	15	0	1	0	0	0	0	0.000215
60	10000	47	5	31	0	1	0	0	0	0	0.000264
60	10000	48	5	31	0	1	0	0	0	0	0.000265
60	10000	49	5	31	0	1	0	0	0	0	0.000264
60	10000	50	8	143	0	2	0	0	0	0	0.000574
60	10000	51	6	63	0	1	0	0	0	0	0.000343
60	10000	52	3	5	0	2	0	0	0	0	0.000217
60	10000	53	6	19	0	4	0	0	0	0	0.000243
60	10000	54	6	39	0	2	0	0	0	0	0.000294
60	10000	55	8	127	0	3	0	0	0	0	0.000671
60	10000	56	6	39	0	2	0	0	0	0	0.000285
60	10000	57	6	63	0	1	0	0	0	0	0.000340
60	10000	58	6	23	0	3	0	0	0	0	0.000275
60	10000	59	2	3	0	1	0	0	0	0	0.000207
60	10000	60	8	191	0	2	0	0	0	0	0.000689
60	10000	61	6	53	1	1.5	0	0	0	0	0.000350
60	10000	62	7	43	0	3	0	0	0	0	0.000286
60	10000	63	2	3	0	1	0	0	0	0	0.000206
60	10000	64	8	71	0	4	0	0	0	0	0.000462
60	10000	65	3	7	0	1	0	0	0	0	0.000209
60	10000	66	6	63	0	1	0	0	0	0	0.000321
60	10000	67	4	15	0	1	0	0	0	0	0.000226
60	10000	68	5	23	0	2	0	0	0	0	0.000258
60	10000	69	7	63	0	3	0	0	0	0	0.000366
60	10000	70	4	15	0	1	0	0	0	0	0.000214
60	10000	71	6	29	0	2	0	0	0	0	0.000282
60	10000	72	4	15	0	1	0	0	0	0	0.000232
60	10000	73	3	7	0	1	0	0	0	0	0.000229
60	10000	74	3	7	0	1	0	0	0	0	0.000210
60	10000	75	6	47	0	2	0	0	0	0	0.000335
60	10000	76	6	47	0	2	0	0	0	0	0.000297
60	10000	77	7	127	0	1	0	0	0	0	0.000521
60	10000	78	8	96	0	3	0	0	0	0	0.000482
60	10000	79	5	19	0	2	0	0	0	0	0.000258
60	10000	80	8	127	0	3	0	0	0	0	0.000527
60	10000	81	7	63	0	3	0	0	0	0	0.000324
60	10000	82	6	47	0	2	0	0	0	0	0.000349
60	10000	83	9	191	0	3	0	0	0	0	0.000824
60	10000	84	5	31	0	1	0	0	0	0	0.000270
