50	10000	1	2	3	0	1	0	0	0	0	0.000199
50	10000	2	5	23	0	2	0	0	0	0	0.000263
50	10000	3	5	23	0	2	0	0	0	0	0.000220
50	10000	4	1	1	0	1	0	0	0	0	0.000173
50	10000	5	3	7	0	1	0	0	0	0	0.000187
50	10000	6	5	23	0	2	0	0	0	0	0.000237
50	10000	7	3	5	0	2	0	0	0	0	0.000191
50	10000	8	4	11	0	2	0	0	0	0	0.000195
50	10000	9	4	11	0	2	0	0	0	0	0.000208
50	10000	10	1	1	0	1	0	0	0	0	0.000168
50	10000	11	1	1	0	1	0	0	0	0	0.000177
50	10000	12	3	5	0	2	0	0	0	0	0.000184
50	10000	13	4	15	0	1	0	0	0	0	0.000211
50	10000	14	5	31	0	1	0	0	0	0	0.000238
50	10000	15	1	1	0	1	0	0	0	0	0.000157
50	10000	16	0	0	0	0.0	1	0	0	0	0.000105
50	10000	17	6	31	0	3	0	0	0	0	0.000256
50	10000	18	4	15	0	1	0	0	0	0	0.000217
50	10000	19	3	7	0	1	0	0	0	0	0.000194
50	10000	20	3	7	0	1	0	0	0	0	0.000195
50	10000	21	3	7	0	1	0	0	0	0	0.000190
50	10000	22	4	15	0	1	0	0	0	0	0.000208
50	10000	23	6	63	0	1	0	0	0	0	0.000336
50	10000	24	6	63	0	1	0	0	0	0	0.000330
50	10000	25	6	47	0	2	0	0	0	0	0.000284
50	10000	26	3	5	0	2	0	0	0	0	0.000189
50	10000	27	4	5	0	3	0	0	0	0	0.000197
50	10000	28	5	19	0	2	0	0	0	0	0.000230
50	10000	29	4	15	0	1	0	0	0	0	0.000203
50	10000	30	6	23	0	3	0	0	0	0	0.000246
50	10000	31	4	15	0	1	0	0	0	0	0.000192
50	10000	32	2	3	0	1	0	0	0	0	0.000161
50	10000	33	3	3	0	3	0	0	0	0	0.000184
50	10000	34	4	11	0	2	0	0	0	0	0.000211
50	10000	35	2	3	0	1	0	0	0	0	0.000176
50	10000	36	6	47	0	2	0	0	0	0	0.000302
50	10000	37	5	19	0	2	0	0	0	0	0.000223
50	10000	38	2	3	0	1	0	0	0	0	0.000164
50	10000	39	6	63	0	1	0	0	0	0	0.000322
50	10000	40	3	5	0	2	0	0	0	0	0.000194
50	10000	41	0	0	0	0.0	1	0	0	0	0.000098
50	10000	42	1	1	0	1	0	0	0	0	0.000171
50	10000	43	2	2	0	2	0	0	0	0	0.000171
50	10000	44	4	11	0	2	0	0	0	0	0.000192
50	10000	45	6	47	0	2	0	0	0	0	0.000301
50	10000	46	2	3	0	1	0	0	0	0	0.000178
50	10000	47	2	3	0	1	0	0	0	0	0.000178
50	10000	48	3	7	0	1	0	0	0	0	0.000187
50	10000	49	2	3	0	1	0	0	0	0	0.000191
50	10000	50	4	15	0	1	0	0	0	0	0.000193
50	10000	51	3	7	0	1	0	0	0	0	0.000203
50	10000	52	3	4	0	2	0	0	0	0	0.000185
50	10000	53	4	11	0	2	0	0	0	0	0.000196
50	10000	54	4	15	0	1	0	0	0	0	0.000206
50	10000	55	6	31	0	3	0	0	0	0	0.000275
50	10000	56	3	7	0	1	0	0	0	0	0.000164
50	10000	57	4	15	0	1	0	0	0	0	0.000206
50	10000	58	3	5	0	2	0	0	0	0	0.000188
50	10000	59	2	3	0	1	0	0	0	0	0.000182
50	10000	60	6	63	0	1	0	0	0	0	0.000345
50	10000	61	4	15	0	1	0	0	0	0	0.000200
50	10000	62	4	15	0	1	0	0	0	0	0.000205
50	10000	63	1	1	0	1	0	0	0	0	0.000168
50	10000	64	7	35	0	4	0	0	0	0	0.000301
50	10000	65	2	3	0	1	0	0	0	0	0.000168
50	10000	66	3	7	0	1	0	0	0	0	0.000167
50	10000	67	2	3	0	1	0	0	0	0	0.000176
50	10000	68	3	7	0	1	0	0	0	0	0.000184
50	10000	69	4	15	0	1	0	0	0	0	0.000202
50	10000	70	3	7	0	1	0	0	0	0	0.000192
50	10000	71	2	3	0	1	0	0	0	0	0.000177
50	10000	72	3	7	0	1	0	0	0	0	0.000185
50	10000	73	2	3	0	1	0	0	0	0	0.000173
50	10000	74	2	3	0	1	0	0	0	0	0.000161
50	10000	75	3	5	0	2	0	0	0	0	0.000166
50	10000	76	3	7	0	1	0	0	0	0	0.000167
50	10000	77	6	63	0	1	0	0	0	0	0.000286
50	10000	78	3	7	0	1	0	0	0	0	0.000179
50	10000	79	4	9	0	2	0	0	0	0	0.000203
50	10000	80	5	31	0	1	0	0	0	0	0.000242
50	10000	81	6	31	0	3	0	0	0	0	0.000246
50	10000	82	3	5	0	2	0	0	0	0	0.000181
50	10000	83	5	23	0	2	0	0	0	0	0.000217
50	10000	84	3	7	0	1	0	0	0	0	0.000161
50	10000	85	6	63	0	1	0	0	0	0	0.000286
50	10000	86	6	35	0	2	0	0	0	0	0.000249
50	10000	87	8	255	0	1	0	0	0	0	0.000911
50	10000	88	5	23	0	2	0	0	0	0	0.000219
50	10000	89	4	15	0	1	0	0	0	0	0.000260
50	10000	90	1	1	0	1	0	0	0	0	0.000165
50	10000	91	7	95	0	2	0	0	0	0	0.000423
50	10000	92	4	15	0	1	0	0	0	0	0.000204
50	10000	93	3	7	0	1	0	0	0	0	0.000183
