70	10000	1	8	114	0	2	0	0	0	0	0.000656
70	10000	2	9	239	0	2	0	0	0	0	0.001333
70	10000	3	11	623	0	3	0	0	0	0	0.002481
70	10000	4	5	31	0	1	0	0	0	0	0.000303
70	10000	5	7	25	0	4	0	0	0	0	0.000322
70	10000	6	9	119	0	4	0	0	0	0	0.000729
70	10000	7	6	29	0	2	0	0	0	0	0.000293
70	10000	8	12	111	0	8	0	0	0	0	0.000627
70	10000	9	7	31	0	3	0	0	0	0	0.000352
70	10000	10	5	31	0	1	0	0	0	0	0.000274
70	10000	11	8	63	0	3	0	0	0	0	0.000436
70	10000	12	7	55	0	3	0	0	0	0	0.000392
70	10000	13	7	79	0	2	0	0	0	0	0.000437
70	10000	14	7	95	0	2	0	0	0	0	0.000521
70	10000	15	7	87	0	2	0	0	0	0	0.000457
70	10000	16	3	7	0	1	0	0	0	0	0.000242
70	10000	17	7	63	0	3	0	0	0	0	0.000405
70	10000	18	7	95	0	2	0	0	0	0	0.000496
70	10000	19	9	383	0	2	0	0	0	0	0.001298
70	10000	20	5	31	0	1	0	0	0	0	0.000269
70	10000	21	6	47	0	2	0	0	0	0	0.000337
70	10000	22	9	239	0	2	0	0	0	0	0.001043
70	10000	23	11	970	0	2	0	0	0	0	0.004113
70	10000	24	7	127	0	1	0	0	0	0	0.000542
70	10000	25	7	95	0	2	0	0	0	0	0.000491
70	10000	26	5	18	0	2	0	0	0	0	0.000286
70	10000	27	6	13	0	4	0	0	0	0	0.000283
70	10000	28	14	4607	0	3	0	0	0	0	0.019502
70	10000	29	5	31	0	1	0	0	0	0	0.000309
70	10000	30	10	287	0	3	0	0	0	0	0.001328
70	10000	31	6	63	0	1	0	0	0	0	0.000371
70	10000	32	6	29	0	2	0	0	0	0	0.000311
70	10000	33	9	111	0	3	0	0	0	0	0.000645
70	10000	34	11	427	0	3	0	0	0	0	0.002018
70	10000	35	8	113	0	3	0	0	0	0	0.000602
70	10000	36	10	287	0	3	0	0	0	0	0.001237
70	10000	37	9	119	0	3	0	0	0	0	0.000618
70	10000	38	8	80	0	2	0	0	0	0	0.000498
