30	9000	2	1	1	0	1
30	9000	3	2	3	0	1
30	9000	4	1	1	0	1
30	9000	5	3	5	0	2
30	9000	6	1	1	0	1
30	9000	7	1	1	0	1
30	9000	8	2	3	0	1
30	9000	9	3	7	0	1
30	9000	11	1	1	0	1
30	9000	13	2	3	0	1
30	9000	14	1	1	0	1
30	9000	16	1	1	0	1
30	9000	17	3	7	0	1
30	9000	18	2	3	0	1
30	9000	19	2	3	0	1
30	9000	21	2	2	0	2
30	9000	22	3	7	0	1
30	9000	23	5	31	0	1
30	9000	25	2	3	0	1
30	9000	27	2	2	0	2
30	9000	28	1	1	0	1
30	9000	29	1	1	0	1
30	9000	30	3	7	0	1
30	9000	31	1	1	0	1
30	9000	32	1	1	0	1
30	9000	33	3	7	0	1
30	9000	34	1	1	0	1
30	9000	35	2	3	0	1
30	9000	37	1	1	0	1
30	9000	38	1	1	0	1
30	9000	39	3	7	0	1
30	9000	41	1	1	0	1
30	9000	42	1	1	0	1
30	9000	44	2	3	0	1
30	9000	45	3	5	0	2
30	9000	46	1	1	0	1
30	9000	47	2	3	0	1
30	9000	48	1	1	0	1
30	9000	49	2	3	0	1
30	9000	50	5	25	1	1.5
30	9000	51	2	3	0	1
30	9000	52	1	1	0	1
30	9000	53	1	1	0	1
30	9000	54	2	3	0	1
30	9000	55	3	5	0	2
30	9000	56	1	1	0	1
30	9000	57	1	1	0	1
30	9000	59	1	1	0	1
30	9000	60	1	1	0	1
30	9000	62	4	11	0	2
30	9000	63	1	1	0	1
30	9000	66	2	3	0	1
30	9000	67	1	1	0	1
30	9000	68	4	15	0	1
30	9000	69	1	1	0	1
30	9000	70	2	3	0	1
30	9000	71	2	3	0	1
30	9000	73	1	1	0	1
30	9000	74	2	3	0	1
30	9000	75	3	5	0	2
30	9000	76	2	3	0	1
30	9000	77	2	3	0	1
30	9000	78	2	3	0	1
30	9000	79	1	1	0	1
30	9000	80	2	3	0	1
30	9000	81	2	3	0	1
30	9000	82	3	7	0	1
30	9000	83	1	1	0	1
30	9000	84	2	3	0	1
30	9000	85	3	5	0	2
30	9000	86	3	5	0	2
30	9000	87	2	3	0	1
30	9000	89	2	3	0	1
30	9000	91	4	15	0	1
30	9000	92	3	7	0	1
30	9000	93	3	7	0	1
30	9000	94	3	7	0	1
30	9000	95	2	3	0	1
30	9000	96	4	7	0	3
30	9000	97	1	1	0	1
30	9000	98	3	7	0	1
30	9000	99	1	1	0	1
30	9000	100	1	1	0	1
30	8900	2	1	1	0	1
30	8900	3	2	3	0	1
30	8900	4	1	1	0	1
30	8900	5	3	5	0	2
30	8900	6	1	1	0	1
30	8900	7	1	1	0	1
30	8900	8	2	3	0	1
30	8900	9	3	7	0	1
30	8900	11	1	1	0	1
30	8900	13	2	3	0	1
30	8900	14	1	1	0	1
30	8900	16	1	1	0	1
30	8900	17	3	7	0	1
30	8900	18	2	3	0	1
30	8900	19	2	3	0	1
30	8900	21	2	2	0	2
30	8900	22	3	7	0	1
30	8900	23	5	31	0	1
30	8900	25	2	3	0	1
30	8900	27	2	2	0	2
30	8900	28	1	1	0	1
30	8900	29	1	1	0	1
30	8900	30	3	7	0	1
30	8900	31	1	1	0	1
30	8900	32	1	1	0	1
30	8900	33	3	7	0	1
30	8900	34	1	1	0	1
30	8900	35	2	3	0	1
30	8900	37	1	1	0	1
30	8900	38	1	1	0	1
30	8900	39	3	7	0	1
30	8900	41	2	2	0	2
30	8900	42	1	1	0	1
30	8900	44	2	3	0	1
30	8900	45	3	5	0	2
30	8900	46	1	1	0	1
30	8900	47	2	3	0	1
30	8900	48	1	1	0	1
30	8900	49	2	3	0	1
30	8900	50	5	27	1	1.5
30	8900	51	2	3	0	1
30	8900	52	1	1	0	1
30	8900	53	1	1	0	1
