60	9000	1	6	43	0	2
60	9000	2	8	95	0	3
60	9000	3	7	95	0	2
60	9000	4	4	15	0	1
60	9000	5	9	59	0	5
60	9000	6	9	191	0	3
60	9000	7	6	31	0	3
60	9000	8	11	82	1	7
60	9000	9	7	25	0	4
60	9000	10	4	15	0	1
60	9000	11	5	15	0	3
60	9000	12	8	119	0	2
60	9000	13	8	191	0	2
60	9000	14	6	47	0	2
60	9000	15	5	18	0	2
60	9000	16	2	3	0	1
60	9000	17	8	71	0	3
60	9000	18	8	71	0	3
60	9000	19	9	291	0	2
60	9000	20	5	23	0	2
60	9000	21	8	95	0	3
60	9000	22	7	95	0	2
60	9000	23	10	511	0	3
60	9000	24	8	155	0	2
60	9000	25	9	227	0	2
60	9000	26	5	23	0	2
60	9000	27	4	5	0	3
60	9000	28	9	319	0	2
60	9000	29	6	47	0	2
60	9000	30	10	215	0	3
60	9000	31	4	15	0	1
60	9000	32	5	13	0	3
60	9000	33	6	31	0	3
60	9000	34	9	191	0	3
60	9000	35	8	79	0	3
60	9000	36	9	191	0	2
60	9000	37	6	24	0	2
60	9000	38	8	95	0	2
60	9000	39	8	255	0	1
60	9000	40	7	95	0	2
60	9000	41	3	7	0	1
60	9000	42	6	35	0	2
60	9000	43	7	47	0	3
60	9000	44	13	1439	0	3
60	9000	45	7	95	0	2
60	9000	46	4	15	0	1
60	9000	47	7	127	0	1
60	9000	48	6	47	0	2
60	9000	49	5	31	0	1
60	9000	50	12	738	0	3
60	9000	51	9	383	0	2
60	9000	52	4	11	0	2
60	9000	53	6	19	0	4
60	9000	54	6	47	0	2
60	9000	55	13	540	0	4
60	9000	56	10	63	0	4
60	9000	57	6	63	0	1
60	9000	58	6	27	0	3
60	9000	59	2	3	0	1
60	9000	60	11	479	0	4
60	9000	61	7	60	0	2
60	9000	62	9	143	0	3
60	9000	63	6	34	0	2
60	9000	64	9	171	0	3
60	9000	65	3	7	0	1
60	9000	66	8	143	0	2
60	9000	67	6	27	0	2
60	9000	68	7	71	0	2
60	9000	69	8	111	0	3
60	9000	70	6	27	0	3
60	9000	71	6	35	0	2
60	9000	72	4	15	0	1
60	9000	73	4	15	0	1
60	9000	74	3	7	0	1
60	9000	75	7	71	0	2
60	9000	76	6	47	0	2
60	9000	77	7	127	0	1
60	9000	78	9	215	0	2
60	9000	79	6	47	0	2
60	9000	80	9	159	0	3
60	9000	81	12	419	1	3
60	9000	82	7	95	0	2
60	9000	83	11	321	0	4
60	9000	84	6	63	0	1
60	9000	85	9	239	0	2
60	9000	86	7	71	0	2
60	9000	87	10	767	0	2
60	9000	88	8	71	0	3
60	9000	89	6	47	0	2
60	9000	90	5	23	0	2
60	9000	91	10	511	0	3
60	9000	92	8	119	0	2
60	9000	93	5	31	0	1
60	9000	94	9	159	0	3
60	9000	95	10	119	0	5
60	9000	96	13	571	0	6
60	9000	97	5	31	0	1
60	9000	98	7	71	0	2
60	9000	99	6	35	0	2
60	9000	100	7	99	1	1.5
60	8900	1	7	55	0	2
60	8900	2	8	95	0	3
60	8900	3	7	95	0	2
60	8900	4	4	15	0	1
60	8900	5	9	59	0	5
60	8900	6	9	243	0	3
60	8900	7	6	37	0	2
60	8900	8	11	95	0	7
60	8900	9	7	31	0	3
60	8900	10	4	15	0	1
60	8900	11	5	15	0	3
60	8900	12	8	135	0	2
60	8900	13	8	191	0	2
60	8900	14	6	47	0	2
60	8900	15	5	21	0	2
60	8900	16	3	5	0	2
60	8900	17	9	89	0	4
60	8900	18	9	83	0	4
60	8900	19	9	319	0	2
60	8900	20	5	23	0	2
60	8900	21	8	95	0	3
60	8900	22	7	95	0	2
60	8900	23	10	511	0	3
60	8900	24	8	175	0	2
60	8900	25	9	233	0	2
60	8900	26	5	23	0	2
60	8900	27	5	6	0	4
60	8900	28	9	324	0	2
60	8900	29	6	47	0	2
60	8900	30	10	215	0	3
60	8900	31	4	15	0	1
60	8900	32	6	25	1	3
60	8900	33	6	31	0	3
60	8900	34	9	191	0	3
60	8900	35	8	79	0	3
60	8900	36	9	191	0	2
60	8900	37	6	29	0	2
60	8900	38	9	98	0	3
60	8900	39	8	255	0	1
60	8900	40	7	95	0	2
60	8900	41	4	9	0	2
60	8900	42	7	47	0	3
60	8900	43	7	47	0	3
60	8900	44	13	1914	0	3
60	8900	45	7	95	0	2
60	8900	46	4	15	0	1
60	8900	47	7	127	0	1
60	8900	48	6	47	0	2
60	8900	49	6	47	0	2
60	8900	50	12	782	0	3
60	8900	51	9	383	0	2
60	8900	52	4	11	0	2
60	8900	53	6	19	0	4
60	8900	54	6	47	0	2
60	8900	55	13	575	0	4
60	8900	56	10	91	0	4
60	8900	57	6	63	0	1
60	8900	58	6	27	0	3
60	8900	59	2	3	0	1
60	8900	60	11	479	0	4
60	8900	61	7	63	0	2
60	8900	62	9	143	0	3
60	8900	63	6	35	0	2
60	8900	64	9	175	0	3
60	8900	65	3	7	0	1
60	8900	66	8	149	1	2
60	8900	67	7	32	0	3
60	8900	68	7	74	0	2
60	8900	69	9	139	0	3
60	8900	70	7	33	0	3
60	8900	71	7	41	0	3
60	8900	72	4	15	0	1
60	8900	73	4	15	0	1
60	8900	74	3	7	0	1
60	8900	75	7	71	0	2
60	8900	76	6	47	0	2
60	8900	77	7	127	0	1
60	8900	78	9	215	0	2
60	8900	79	6	55	1	1.5
60	8900	80	10	175	0	3
60	8900	81	13	492	1	3
60	8900	82	7	95	0	2
60	8900	83	11	327	0	4
60	8900	84	7	67	0	2
60	8900	85	9	239	0	2
60	8900	86	7	71	0	2
60	8900	87	10	767	0	2
60	8900	88	8	71	0	3
60	8900	89	6	47	0	2
60	8900	90	5	25	1	1.5
60	8900	91	10	511	0	3
60	8900	92	8	119	0	2
60	8900	93	5	31	0	1
60	8900	94	9	178	0	3
60	8900	95	10	119	0	5
60	8900	96	13	571	0	6
60	8900	97	5	31	0	1
60	8900	98	7	71	0	2
60	8900	99	7	50	0	2
60	8900	100	8	135	0	2
60	8800	1	7	65	0	2
60	8800	2	8	95	0	3
60	8800	3	7	95	0	2
60	8800	4	4	15	0	1
60	8800	5	9	59	0	5
60	8800	6	9	255	0	3
60	8800	7	6	39	0	2
60	8800	8	11	95	0	7
60	8800	9	7	31	0	3
60	8800	10	4	15	0	1
60	8800	11	5	15	0	3
60	8800	12	8	135	0	2
60	8800	13	8	191	0	2
60	8800	14	6	47	0	2
60	8800	15	5	23	0	2
60	8800	16	3	5	0	2
60	8800	17	9	99	0	4
60	8800	18	10	94	0	4
60	8800	19	9	319	0	2
60	8800	20	5	23	0	2
60	8800	21	9	129	0	3
60	8800	22	7	95	0	2
60	8800	23	11	575	0	3
60	8800	24	8	191	0	2
60	8800	25	9	239	0	2
60	8800	26	5	23	0	2
60	8800	27	5	7	0	3
60	8800	28	9	375	0	2
60	8800	29	6	47	0	2
60	8800	30	11	233	0	4
