40	10000	1	1	1	0	1	0	0	0
40	10000	2	2	3	0	1	0	0	0
40	10000	3	5	23	0	2	0	0	0
40	10000	4	1	1	0	1	0	0	0
40	10000	5	3	7	0	1	0	0	0
40	10000	6	2	3	0	1	0	0	0
40	10000	7	1	1	0	1	0	0	0
40	10000	8	4	11	0	2	0	0	0
40	10000	9	4	11	0	2	0	0	0
40	10000	10	0	0	0	0.0	1	0	0
40	10000	11	1	1	0	1	0	0	0
40	10000	12	2	2	0	2	0	0	0
40	10000	13	3	7	0	1	0	0	0
40	10000	14	3	7	0	1	0	0	0
40	10000	15	0	0	0	0.0	1	0	0
40	10000	16	0	0	0	0.0	1	0	0
40	10000	17	6	31	0	3	0	0	0
40	10000	18	2	3	0	1	0	0	0
40	10000	19	3	7	0	1	0	0	0
40	10000	20	1	1	0	1	0	0	0
40	10000	21	3	7	0	1	0	0	0
40	10000	22	3	7	0	1	0	0	0
40	10000	23	5	31	0	1	0	0	0
40	10000	24	0	0	0	0.0	1	0	0
40	10000	25	3	7	0	1	0	0	0
40	10000	26	1	1	0	1	0	0	0
40	10000	27	4	4	0	4	0	0	0
40	10000	28	3	7	0	1	0	0	0
40	10000	29	3	7	0	1	0	0	0
40	10000	30	3	5	0	2	0	0	0
40	10000	31	2	3	0	1	0	0	0
40	10000	32	2	3	0	1	0	0	0
40	10000	33	3	3	0	3	0	0	0
40	10000	34	3	7	0	1	0	0	0
40	10000	35	1	1	0	1	0	0	0
40	10000	36	3	7	0	1	0	0	0
40	10000	37	2	3	0	1	0	0	0
40	10000	38	1	1	0	1	0	0	0
40	10000	39	4	15	0	1	0	0	0
40	10000	40	1	1	0	1	0	0	0
40	10000	41	0	0	0	0.0	1	0	0
40	10000	42	1	1	0	1	0	0	0
40	10000	43	0	0	0	0.0	1	0	0
40	10000	44	4	11	0	2	0	0	0
40	10000	45	3	5	0	2	0	0	0
40	10000	46	1	1	0	1	0	0	0
40	10000	47	2	3	0	1	0	0	0
40	10000	48	2	3	0	1	0	0	0
40	10000	49	2	3	0	1	0	0	0
40	10000	50	3	7	0	1	0	0	0
40	10000	51	3	7	0	1	0	0	0
40	10000	52	2	2	0	2	0	0	0
40	10000	53	1	1	0	1	0	0	0
40	10000	54	2	3	0	1	0	0	0
40	10000	55	3	7	0	1	0	0	0
40	10000	56	3	7	0	1	0	0	0
40	10000	57	3	7	0	1	0	0	0
40	10000	58	2	2	0	2	0	0	0
40	10000	59	1	1	0	1	0	0	0
40	10000	60	4	15	0	1	0	0	0
40	10000	61	0	0	0	0.0	1	0	0
40	10000	62	3	7	0	1	0	0	0
40	10000	63	1	1	0	1	0	0	0
40	10000	64	1	1	0	1	0	0	0
40	10000	65	1	1	0	1	0	0	0
40	10000	66	2	3	0	1	0	0	0
40	10000	67	1	1	0	1	0	0	0
40	10000	68	3	7	0	1	0	0	0
40	10000	69	3	7	0	1	0	0	0
40	10000	70	1	1	0	1	0	0	0
40	10000	71	2	3	0	1	0	0	0
40	10000	72	2	3	0	1	0	0	0
40	10000	73	2	3	0	1	0	0	0
40	10000	74	2	3	0	1	0	0	0
40	10000	75	3	5	0	2	0	0	0
40	10000	76	3	7	0	1	0	0	0
40	10000	77	5	31	0	1	0	0	0
40	10000	78	3	7	0	1	0	0	0
40	10000	79	1	1	0	1	0	0	0
40	10000	80	2	3	0	1	0	0	0
40	10000	81	5	15	0	3	0	0	0
40	10000	82	3	5	0	2	0	0	0
40	10000	83	2	3	0	1	0	0	0
40	10000	84	2	3	0	1	0	0	0
40	10000	85	4	15	0	1	0	0	0
40	10000	86	4	11	0	2	0	0	0
40	10000	87	5	31	0	1	0	0	0
40	10000	88	3	5	0	2	0	0	0
40	10000	89	4	15	0	1	0	0	0
40	10000	90	0	0	0	0.0	1	0	0
40	10000	91	6	47	0	2	0	0	0
40	10000	92	3	7	0	1	0	0	0
40	10000	93	2	3	0	1	0	0	0
40	10000	94	3	7	0	1	0	0	0
40	10000	95	2	2	0	2	0	0	0
40	10000	96	9	51	0	6	0	0	0
40	10000	97	2	3	0	1	0	0	0
40	10000	98	2	3	0	1	0	0	0
40	10000	99	1	1	0	1	0	0	0
40	10000	100	1	1	0	1	0	0	0
40	9900	1	1	1	0	1	0	0	0
40	9900	2	2	3	0	1	0	0	0
40	9900	3	5	23	0	2	0	0	0
40	9900	4	1	1	0	1	0	0	0
40	9900	5	3	7	0	1	0	0	0
40	9900	6	2	3	0	1	0	0	0
40	9900	7	1	1	0	1	0	0	0
40	9900	8	4	11	0	2	0	0	0
40	9900	9	4	11	0	2	0	0	0
40	9900	10	0	0	0	0.0	1	0	0
40	9900	11	1	1	0	1	0	0	0
40	9900	12	2	2	0	2	0	0	0
40	9900	13	4	15	0	1	0	0	0
40	9900	14	3	7	0	1	0	0	0
40	9900	15	0	0	0	0.0	1	0	0
40	9900	16	0	0	0	0.0	1	0	0
40	9900	17	6	31	0	3	0	0	0
40	9900	18	2	3	0	1	0	0	0
40	9900	19	3	7	0	1	0	0	0
40	9900	20	1	1	0	1	0	0	0
40	9900	21	3	7	0	1	0	0	0
40	9900	22	3	7	0	1	0	0	0
40	9900	23	5	31	0	1	0	0	0
40	9900	24	0	0	0	0.0	1	0	0
40	9900	25	4	11	0	2	0	0	0
40	9900	26	1	1	0	1	0	0	0
40	9900	27	4	4	0	4	0	0	0
40	9900	28	3	7	0	1	0	0	0
40	9900	29	3	7	0	1	0	0	0
40	9900	30	3	5	0	2	0	0	0
40	9900	31	2	3	0	1	0	0	0
40	9900	32	2	3	0	1	0	0	0
40	9900	33	3	3	0	3	0	0	0
40	9900	34	3	7	0	1	0	0	0
40	9900	35	1	1	0	1	0	0	0
40	9900	36	3	7	0	1	0	0	0
